Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
composite fence northbrook,7,7,70,0,0.00,https://innovafence.com/illinois-fence-company/northbrook-illinois-fence-company/,0,0,0.00,0,160,"[9,4,4,4,19,9,33,4,52,80,100,100]",2026-04-08,"Local pack, Sitelinks, Video, Popular products, Related searches",commercial,Organic
fence installation chicago il,17,17,390,31,11.74,https://innovafence.com/,0,0,0.00,0.03,16900000,"[1,1,6,6,6,100,16,45,45,20,20,20]",2026-04-23,"Local pack, Sitelinks, Video, Image, Related searches, AI overview",commercial,Organic
classic fence illinois,84,84,40,23,5.80,https://innovafence.com/illinois-fence-company/barrington-illinois-fence-company/,0,0,0.00,0.43,5060000,"[14,52,0,0,23,4,0,52,9,23,19,14]",2026-04-20,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Organic
cook county il composite fence,5,5,40,0,0.00,https://innovafence.com/fences/composite-fence/,0,0,0.00,0,982000,"[60,80,80,100]",2026-04-15,"Local pack, Sitelinks, Related searches, AI overview",commercial,Organic
cook county il composite fence,10,10,40,0,0.00,https://innovafence.com/fences/composite-fence/,0,0,0.00,0,982000,"[60,80,80,100]",2026-04-15,"Local pack, Sitelinks, Related searches, AI overview",commercial,Organic
best chicago fence rental companies,59,59,210,3,0.00,https://innovafence.com/,0,0,0.00,0,6600000,"[100,100]",2026-04-01,"Local pack, Related searches, AI overview",commercial,Organic
best chicago fence rental companies,73,73,210,3,0.00,https://innovafence.com/,0,0,0.00,0,6600000,"[100,100]",2026-04-01,"Local pack, Related searches, AI overview",commercial,Organic
illinois fence contractor,27,27,40,37,0.00,https://innovafence.com/illinois-fence-company/,0,0,0.00,0,6360000,"[60,80,100,100]",2026-04-16,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
local fence businesses chicago,17,17,260,45,0.00,https://innovafence.com/,0,0,0.00,0,16700000,"[100,1,0]",2026-04-25,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
fence contractors kenosha,55,55,40,11,0.00,https://innovafence.com/,0,0,0.00,0,293000,"[0,5,11,11,11,11,23,17,17,29,41,100]",2026-04-28,"Local pack, Sitelinks, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
fence contractor east ravenswood il,14,14,40,37,0.00,https://innovafence.com/,0,0,0.00,0,0,"[14,0,0,7,21,50,100,21,28,35,28,28]",2026-03-13,"Local pack, Image, Related searches",commercial,Organic
fence construction evanston,58,58,40,6,0.00,https://innovafence.com/,0,0,0.00,0,1270000,"[0,9,0,0,0,0,100,63,63,63,45,63]",2026-04-28,"Knowledge panel, Video, Image, People also ask, Related searches, AI overview",informational,Organic
fence construction evanston,76,76,40,6,0.00,https://innovafence.com/,0,0,0.00,0,1270000,"[0,9,0,0,0,0,100,63,63,63,45,63]",2026-04-28,"Knowledge panel, Video, Image, People also ask, Related searches, AI overview",informational,Organic
chicago wood fence,4,4,110,34,0.00,https://innovafence.com/fences/wood-fence/,0,0,0.00,0,216,"[19,14,23,33,33,14,66,80,52,80,100,80]",2026-03-15,"Local pack, Image pack, Sitelinks, Video, Popular products, Related searches",commercial,Image pack
chicago wood fence,4,4,110,34,0.00,https://innovafence.com/fences/wood-fence/,0,0,0.00,0,216,"[19,14,23,33,33,14,66,80,52,80,100,80]",2026-03-15,"Local pack, Image pack, Sitelinks, Video, Popular products, Related searches",commercial,Image pack
chicago wood fence,11,11,110,34,0.00,https://innovafence.com/fences/wood-fence/,0,0,0.00,0,216,"[19,14,23,33,33,14,66,80,52,80,100,80]",2026-03-15,"Local pack, Image pack, Sitelinks, Video, Popular products, Related searches",commercial,Organic
chicago wood fence,41,41,110,34,0.00,https://innovafence.com/,0,0,0.00,0,216,"[19,14,23,33,33,14,66,80,52,80,100,80]",2026-03-15,"Local pack, Image pack, Sitelinks, Video, Popular products, Related searches",commercial,Organic
chicago wood fence,89,89,110,34,0.00,https://innovafence.com/fences/,0,0,0.00,0,216,"[19,14,23,33,33,14,66,80,52,80,100,80]",2026-03-15,"Local pack, Image pack, Sitelinks, Video, Popular products, Related searches",commercial,Organic
fence installers chicago,20,20,30,48,11.74,https://innovafence.com/,0,0,0.00,0.03,126,"[1,0,1,3,3,1,3,3,7,3,5,4]",2026-03-21,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
northern illinois fence,63,63,50,7,6.51,https://innovafence.com/,0,0,0.00,0.2,0,"[9,9,52,52,52,9,52,9,9,9,9,9]",2026-03-16,"Knowledge panel, Video, Related searches","informational, transactional",Organic
fence replacement chicago,18,18,40,29,0.00,https://innovafence.com/,0,0,0.00,0,6690000,"[60,100]",2026-04-28,"Local pack, Sitelinks, Video, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
fence construction chicago,17,17,40,50,7.45,https://innovafence.com/,0,0,0.00,0.52,29400000,"[14,14,28,28,14,28,100,100,100,100,71,71]",2026-04-03,"Local pack, Video, Related searches, AI overview",commercial,Organic
installing a commercial fence,65,65,40,0,0.00,https://innovafence.com/fences/commercial-fencing/,0,0,0.00,0,43800000,"[0,22,22,33,33,22,100,100,55,22,22,33]",2026-03-12,"Image pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
installing a commercial fence,92,92,40,0,0.00,https://innovafence.com/fences/commercial-fencing/,0,0,0.00,0,43800000,"[0,22,22,33,33,22,100,100,55,22,22,33]",2026-03-12,"Image pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
fence installation near me chicago,15,15,40,28,0.00,https://innovafence.com/,0,0,0.00,0,50500000,"[14,0,28,42,42,57,100,100,100,100,71]",2026-04-15,"Local pack, Sitelinks, Video, Related searches",transactional,Organic
south chicago wood fence,92,92,40,46,0.00,https://innovafence.com/,0,0,0.00,0,14000000,"[60,100,100,100]",2026-04-18,"Local pack, Popular products, Related searches",commercial,Organic
chicago fence contractor,15,15,140,50,0.00,https://innovafence.com/,0,0,0.00,0.01,4610000,"[19,19,26,34,34,19,65,100,100,80,100,100]",2026-04-09,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
chicago fence contractor,40,40,140,50,0.00,https://innovafence.com/fences/,0,0,0.00,0.01,4610000,"[19,19,26,34,34,19,65,100,100,80,100,100]",2026-04-09,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
fence contractor chicago,10,10,390,45,9.73,https://innovafence.com/,0,0,0.00,0.03,4010000,"[2,2,4,5,7,100,13,10,13,10,10,16]",2026-04-09,"Local pack, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
fencing company chicago,19,19,210,46,10.74,https://innovafence.com/,0,0,0.00,0.06,0,"[8,8,10,10,18,81,35,100,100,54,54,43]",2026-03-19,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
fencing company chicago,23,23,210,46,10.74,https://innovafence.com/,0,0,0.00,0.06,0,"[8,8,10,10,18,81,35,100,100,54,54,43]",2026-03-19,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
vinyl fencing northwest hills county,54,54,40,0,0.00,https://innovafence.com/fences/vinyl-fence/,0,0,0.00,0,0,"[14,14,0,0,14,28,100,64,21,7,14]",2026-03-12,"Local pack, Popular products, Related searches",commercial,Organic
fence installation services chicago,13,13,210,30,0.00,https://innovafence.com/,0,0,0.00,0,49000000,"[100,0,0]",2026-04-27,"Local pack, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
aluminum fencing geneva il,29,29,40,1,0.00,https://innovafence.com/fences/aluminum-fence/,0,0,0.00,0,118000,"[60,60,80,100,80,60]",2026-04-14,"Local pack, Video, Image, Related searches",commercial,Organic
aluminum fencing geneva il,96,96,40,1,0.00,https://innovafence.com/fences/aluminum-fence/,0,0,0.00,0,118000,"[60,60,80,100,80,60]",2026-04-14,"Local pack, Video, Image, Related searches",commercial,Organic
chicago commercial fence,1,1,90,26,0.00,https://innovafence.com/fences/commercial-fencing/,0,0,0.00,0,16000000,"[5,11,23,29,41,100,82,100,100,41,23,29]",2026-04-27,"Local pack, Sitelinks, Video, Image, Related searches, AI overview",commercial,AI overview
chicago commercial fence,11,11,90,26,0.00,https://innovafence.com/fences/commercial-fencing/,0,0,0.00,0,16000000,"[5,11,23,29,41,100,82,100,100,41,23,29]",2026-04-27,"Local pack, Sitelinks, Video, Image, Related searches, AI overview",commercial,Organic
chicago commercial fence,47,47,90,26,0.00,https://innovafence.com/,0,0,0.00,0,16000000,"[5,11,23,29,41,100,82,100,100,41,23,29]",2026-04-27,"Local pack, Sitelinks, Video, Image, Related searches, AI overview",commercial,Organic
vinyl fence installers chicago area,38,38,90,,0.00,https://innovafence.com/,0,0,0.00,0,0,"[100,3,0]",2026-03-09,"Local pack, Video, Related searches, Ads middle",commercial,Organic
vinyl fence installers chicago area,40,40,90,,0.00,https://innovafence.com/,0,0,0.00,0,0,"[100,3,0]",2026-03-09,"Local pack, Video, Related searches, Ads middle",commercial,Organic
vinyl fence installers chicago area,57,57,90,,0.00,https://innovafence.com/fences/residential-fencing/,0,0,0.00,0,0,"[100,3,0]",2026-03-09,"Local pack, Video, Related searches, Ads middle",commercial,Organic
fence repair company chicago,14,14,110,43,0.00,https://innovafence.com/,0,0,0.00,0,6550000,"[23,0,0,0,19,23,80,100,66,100,100,100]",2026-04-28,"Local pack, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
fence repair company chicago,19,19,110,43,0.00,https://innovafence.com/,0,0,0.00,0,6550000,"[23,0,0,0,19,23,80,100,66,100,100,100]",2026-04-28,"Local pack, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
south chicago vinyl fence,64,64,40,28,0.00,https://innovafence.com/fences/vinyl-fence/,0,0,0.00,0,1580000,"[60,80,80,100]",2026-04-18,"Local pack, Sitelinks, Video, Popular products, Related searches, AI overview",commercial,Organic
barrington il fencing contractor,16,16,40,0,0.00,https://innovafence.com/,0,0,0.00,0,0,"[28,0,14,14,14,28,100,100,100,100,71,71]",2026-03-12,"Local pack, Video, Image",commercial,Organic
residential security fences chicago,1,1,70,42,0.00,https://innovafence.com/fences/residential-fencing/,0,0,0.00,0,8770000,"[0,0,0,0,5,23,82,100,64,100,100,100]",2026-03-25,"Local pack, Sitelinks, Video, Related searches, AI overview",informational,AI overview
residential security fences chicago,12,12,70,42,0.00,https://innovafence.com/fences/residential-fencing/,0,0,0.00,0,8770000,"[0,0,0,0,5,23,82,100,64,100,100,100]",2026-03-25,"Local pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
aluminum fencing elburn il,58,58,50,2,0.00,https://innovafence.com/fences/aluminum-fence/,0,0,0.00,0,87400,"[42,42,57,71,100,100]",2026-04-14,"Local pack, Video, Image, Related searches",commercial,Organic
fence company arlington heights,9,9,40,0,0.00,https://innovafence.com/illinois-fence-company/arlington-heights-illinois-fence-company/,0,0,0.00,0.67,3000000,"[11,11,17,11,11,11,29,29,23,41,29,23]",2026-03-25,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
mobile gate security chicago,20,20,140,0,0.00,https://innovafence.com/gates/,0,0,0.00,0.33,0,"[33,52,52,52,23,19,80,80,66,100,100,80]",2026-03-07,"Local pack, Image, AI overview",informational,Organic
mobile gate security chicago,24,24,140,0,0.00,https://innovafence.com/gates/,0,0,0.00,0.33,0,"[33,52,52,52,23,19,80,80,66,100,100,80]",2026-03-07,"Local pack, Image, AI overview",informational,Organic
fence company north halsted chicago il,72,72,40,,0.00,https://innovafence.com/,0,0,0.00,0.33,0,"[5,5,5,5,5,5,41,29,17,23,100,23]",2026-03-13,"Local pack, Image, Related searches",commercial,Organic
electric gate systems chicago,11,11,90,0,0.00,https://innovafence.com/gates/,0,0,0.00,0.33,15500000,"[0,0,9,4,33,19,80,80,52,80,100,80]",2026-03-12,"Knowledge panel, Sitelinks, Video, Popular products, Related searches",commercial,Organic
top chicago fence rental companies,53,53,90,0,0.00,https://innovafence.com/,0,0,0.00,0,0,"[66,100,17,0,2,0,0]",2026-03-10,"Local pack, Sitelinks, Video, Related searches, AI overview","commercial, informational",Organic
fences in chicago,17,17,90,45,2.63,https://innovafence.com/,0,0,0.00,0.55,0,"[0,6,22,4,22,35,4,100,8,14,14,6]",2026-03-17,"Local pack, Video, Related searches",commercial,Organic
commercial fence design,51,51,140,6,0.00,https://innovafence.com/fences/commercial-fencing/,0,0,0.00,0.97,84700000,"[7,5,12,7,12,10,53,100,53,66,66,66]",2026-04-10,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
fence installation geneva,80,80,50,2,65.29,https://innovafence.com/,0,0,0.00,0.66,6960000,"[0,35,35,35,64,100,50,50,35,35,35,35]",2026-04-28,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
nwi fence company,36,36,40,23,5.76,https://innovafence.com/,0,0,0.00,0.79,335000,"[18,18,100,100,100,18,18,18,18,18,18,18]",2026-03-31,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
nwi fence company,42,42,40,23,5.76,https://innovafence.com/,0,0,0.00,0.79,335000,"[18,18,100,100,100,18,18,18,18,18,18,18]",2026-03-31,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
nwi fence company,61,61,40,23,5.76,https://innovafence.com/,0,0,0.00,0.79,335000,"[18,18,100,100,100,18,18,18,18,18,18,18]",2026-03-31,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
wood fence in the city of chicago,94,94,170,8,0.00,https://innovafence.com/fences/wood-fence/,0,0,0.00,0,15700000,"[3,34,81,81,34,53,53,65,81,43,21,21]",2026-03-27,"Local pack, Sitelinks, Related searches, AI overview",informational,Organic
vinyl fencing kenosha,46,46,50,16,0.00,https://innovafence.com/fences/vinyl-fence/,0,0,0.00,0,187,"[0,7,7,11,0,0,26,26,19,19,26,100]",2026-03-21,"Local pack, Sitelinks, Video, Popular products, Related searches",commercial,Organic
aronson fence co inc,23,23,140,27,4.07,https://innovafence.com/fences/,0,0,0.00,0.11,68900,"[23,23,100,100,100,80,52,42,42,80,42,33]",2026-03-26,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
aronson fence co inc,30,30,140,27,4.07,https://innovafence.com/,0,0,0.00,0.11,68900,"[23,23,100,100,100,80,52,42,42,80,42,33]",2026-03-26,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
wooden fence chicago,25,25,50,48,0.00,https://innovafence.com/,0,0,0.00,0,28300000,"[0,11,11,44,77,55,55,77,100,100,55,55]",2026-03-25,"Local pack, Video, People also ask, Popular products, Related searches",commercial,Organic
wooden fence chicago,42,42,50,48,0.00,https://innovafence.com/,0,0,0.00,0,28300000,"[0,11,11,44,77,55,55,77,100,100,55,55]",2026-03-25,"Local pack, Video, People also ask, Popular products, Related searches",commercial,Organic
fence companies chicago,17,17,480,46,9.73,https://innovafence.com/,0,0,0.00,0.03,40700000,"[8,6,13,45,24,30,36,67,55,45,55,45]",2026-04-14,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
commercial fence chicago,61,61,480,26,0.00,https://innovafence.com/fences/,0,0,0.00,0,0,"[1,6,24,30,36,100,24,55,45,20,16,10]",2026-03-14,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
chain link fencing kenosha wi,51,51,50,0,0.00,https://innovafence.com/fences/chain-link-fence/,0,0,0.00,0,0,"[0,4,4,9,19,0,33,33,23,23,33,100]",2026-03-13,"Local pack, Video, Popular products, Related searches",commercial,Organic
nova fencing,80,80,480,23,0.54,https://innovafence.com/,0,0,0.00,0.16,10200000,"[81,100,81,66,66,100,81,81,66,81,44,54]",2026-04-04,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
industrial fencing company chicago,25,25,480,42,0.00,https://innovafence.com/fences/commercial-fencing/,0,0,0.00,0,5340000,"[6,1,3,3,6,67,36,100,76,45,100,30]",2026-03-26,"Local pack, Video, Related searches",commercial,Organic
industrial fencing company chicago,44,44,480,42,0.00,https://innovafence.com/,0,0,0.00,0,5340000,"[6,1,3,3,6,67,36,100,76,45,100,30]",2026-03-26,"Local pack, Video, Related searches",commercial,Organic
industrial fencing company chicago,75,75,480,42,0.00,https://innovafence.com/resources/video-gallery/,0,0,0.00,0,5340000,"[6,1,3,3,6,67,36,100,76,45,100,30]",2026-03-26,"Local pack, Video, Related searches",commercial,Organic
norridge fence company,80,80,40,1,9.32,https://innovafence.com/,0,0,0.00,0.27,99,"[7,14,35,7,0,0,64,35,28,28,28,50]",2026-03-21,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
wood fence edgebrook,66,66,50,0,0.00,https://innovafence.com/fences/wood-fence/,0,0,0.00,0,0,"[0,42,100,100,100,100,71]",2026-03-12,"Video, Related searches",commercial,Organic
wood fence edgebrook,79,79,50,0,0.00,https://innovafence.com/fences/wood-fence/,0,0,0.00,0,0,"[0,42,100,100,100,100,71]",2026-03-12,"Video, Related searches",commercial,Organic
fence companies kenosha,52,52,40,10,0.00,https://innovafence.com/,0,0,0.00,0,617000,"[0,4,4,14,9,9,19,19,14,19,33,100]",2026-04-28,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
fence companies kenosha,68,68,40,10,0.00,https://innovafence.com/,0,0,0.00,0,617000,"[0,4,4,14,9,9,19,19,14,19,33,100]",2026-04-28,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
fence companies kenosha,70,70,40,10,0.00,https://innovafence.com/,0,0,0.00,0,617000,"[0,4,4,14,9,9,19,19,14,19,33,100]",2026-04-28,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
fence company orland park il,77,77,50,7,0.00,https://innovafence.com/illinois-fence-company/highland-park-illinois-fence-company/,0,0,0.00,0.49,139,"[14,14,14,14,14,14,78,100,100,14,14,14]",2026-03-20,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
nova fence,36,36,30,14,7.76,https://innovafence.com/resources/photo-gallery/,0,0,0.00,0.26,0,"[7,7,7,42,7,7,7,7,7,7,7,7]",2026-03-09,"Local pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",transactional,Organic
nova fence,50,50,30,14,7.76,https://innovafence.com/,0,0,0.00,0.26,0,"[7,7,7,42,7,7,7,7,7,7,7,7]",2026-03-09,"Local pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",transactional,Organic
nova fence,74,74,30,14,7.76,https://innovafence.com/,0,0,0.00,0.26,0,"[7,7,7,42,7,7,7,7,7,7,7,7]",2026-03-09,"Local pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",transactional,Organic
des plaines fence company,20,20,70,20,8.24,https://innovafence.com/illinois-fence-company/des-plaines-illinois-fence-company/,0,0,0.00,0.3,1460000,"[15,21,21,28,34,34,28,21,21,15,9,12]",2026-03-23,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
chain link fence rental near chicago,75,75,140,14,0.00,https://innovafence.com/fences/chain-link-fence/,0,0,0.00,0,0,"[81,100,18,0,0,0,0]",2026-03-08,"Local pack, Sitelinks, Related searches, AI overview",commercial,Organic
chicago steel fence,17,0,590,5,0.00,https://innovafence.com/fences/ornamental-steel-fence/,0,0,0.00,0,8000000,"[5,8,30,16,10,62,36,100,62,36,36,36]",2026-04-29,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
perimeter fence chicago,20,20,90,21,0.00,https://innovafence.com/,0,0,0.00,0,0,"[0,0,0,82,100,64,82,100]",2026-03-06,"Local pack, Video, Related searches, AI overview",informational,Organic
vinyl fence installation chicago,35,35,1300,21,0.00,https://innovafence.com/fences/vinyl-fence/,0,0,0.00,0,127,"[4,5,29,13,13,100,22,43,36,29,43,29]",2026-04-11,"Local pack, Video, People also ask, Related searches",commercial,Organic
north west gates,33,33,40,3,0.00,https://innovafence.com/gates/,0,0,0.00,0.33,291000000,"[7,7,0,100,7,7,0,7,7,0,7,7]",2026-04-05,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
south chicago commercial fencing,73,73,40,8,0.00,https://innovafence.com/fences/commercial-fencing/,0,0,0.00,0,2230000,"[75,100,100,100]",2026-04-18,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
south chicago commercial fencing,87,87,40,8,0.00,https://innovafence.com/fences/commercial-fencing/,0,0,0.00,0,2230000,"[75,100,100,100]",2026-04-18,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
fence contractor skokie,82,82,140,2,0.00,https://innovafence.com/,0,0,0.00,0,327000,"[19,19,34,26,26,26,80,65,53,80,100,80]",2026-04-20,"Local pack, Sitelinks, Image, People also ask, Related searches, AI overview",commercial,Organic
fence company oak lawn il,70,70,70,2,12.65,https://innovafence.com/,0,0,0.00,0.61,2170000,"[5,5,5,5,5,5,100,23,17,23,23,12]",2026-04-16,"Local pack, Video, People also ask, Related searches",commercial,Organic
highland fence company,71,71,50,7,4.72,https://innovafence.com/illinois-fence-company/highland-park-illinois-fence-company/,0,0,0.00,0.34,0,"[9,9,9,9,14,19,42,33,52,33,23,23]",2026-03-09,"Local pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
chicago vinyl fence,37,16,2900,9,0.00,https://innovafence.com/,0,0,0.00,0,3060000,"[1,7,13,16,13,44,8,19,100,54,66,10]",2026-04-29,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
chicago vinyl fence,73,78,2900,9,0.00,https://innovafence.com/fences/,0,0,0.00,0,3060000,"[1,7,13,16,13,44,8,19,100,54,66,10]",2026-04-29,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
fence company lincolnwood,20,20,50,0,0.00,https://innovafence.com/,0,0,0.00,0,181000,"[11,7,26,26,26,7,100,7,3,11,7,26]",2026-04-20,"Local pack, Video, Image, Related searches",commercial,Organic
fence company lincolnwood,21,21,50,0,0.00,https://innovafence.com/,0,0,0.00,0,181000,"[11,7,26,26,26,7,100,7,3,11,7,26]",2026-04-20,"Local pack, Video, Image, Related searches",commercial,Organic
number one fence,63,63,70,32,0.00,https://innovafence.com/,0,0,0.00,0.27,314000000,"[34,34,100,9,6,6,6,6,6,6,6,6]",2026-04-12,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
composite fences chicago il,8,8,40,1,0.00,https://innovafence.com/fences/composite-fence/,0,0,0.00,0,0,"[14,28,28,14,57,100,100,71,71,42]",2026-03-13,"Local pack, Video, Image, Related searches, AI overview",informational,Organic
composite fences chicago il,25,25,40,1,0.00,https://innovafence.com/,0,0,0.00,0,0,"[14,28,28,14,57,100,100,71,71,42]",2026-03-13,"Local pack, Video, Image, Related searches, AI overview",informational,Organic
composite fences chicago il,31,31,40,1,0.00,https://innovafence.com/,0,0,0.00,0,0,"[14,28,28,14,57,100,100,71,71,42]",2026-03-13,"Local pack, Video, Image, Related searches, AI overview",informational,Organic
nw fence company,33,33,170,26,6.81,https://innovafence.com/,0,0,0.00,0.37,122,"[42,65,100,100,100,80,53,53,80,100,26,26]",2026-03-26,"Local pack, Sitelinks, Video, Image, Related searches, See results about",navigational,Organic
nw fence company,52,52,170,26,6.81,https://innovafence.com/,0,0,0.00,0.37,122,"[42,65,100,100,100,80,53,53,80,100,26,26]",2026-03-26,"Local pack, Sitelinks, Video, Image, Related searches, See results about",navigational,Organic
glenview illinois fence company,16,16,50,0,0.00,https://innovafence.com/illinois-fence-company/,0,0,0.00,0,1980000,"[18,9,9,9,9,9,81,63,63,100,81,81]",2026-03-25,"Local pack, Image, Related searches",commercial,Organic
your new gate company,84,84,140,32,9.25,https://innovafence.com/gates/,0,0,0.00,0.05,840000000,"[15,28,23,15,18,23,35,23,18,23,18,18]",2026-04-18,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
aluminum fencing kenosha,85,85,70,4,0.00,https://innovafence.com/fences/aluminum-fence/,0,0,0.00,0,135000,"[3,3,11,7,0,34,26,19,19,19,100]",2026-03-25,"Local pack, Sitelinks",commercial,Organic
composite fence addison il,85,85,40,0,0.00,https://innovafence.com/fences/composite-fence/,0,0,0.00,0,0,"[9,9,9,9,9,9,100,36,27,63,81,63]",2026-03-13,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
innova service,94,94,70,21,0.00,https://innovafence.com/,0,0,0.00,0.01,56300000,"[50,7,50,50,50,50,35,50,50,100,64,78]",2026-04-09,"Local pack, Video, Image, People also ask, Related searches",informational,Organic
chicago fence,22,12,390,35,2.63,https://innovafence.com/,0,0,0.00,0.55,59100000,"[11,11,15,81,28,66,54,100,100,81,100,81]",2026-04-29,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
best chain link fences in chicago,14,14,210,6,0.00,https://innovafence.com/fences/chain-link-fence/,0,0,0.00,0,112,"[2,22,66,66,29,66,54,100,81,29,14,18]",2026-04-20,"Local pack, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
best chain link fences in chicago,40,40,210,6,0.00,https://innovafence.com/fences/commercial-fencing/,0,0,0.00,0,112,"[2,22,66,66,29,66,54,100,81,29,14,18]",2026-04-20,"Local pack, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
best chain link fences in chicago,49,49,210,6,0.00,https://innovafence.com/fences/commercial-fencing/,0,0,0.00,0,112,"[2,22,66,66,29,66,54,100,81,29,14,18]",2026-04-20,"Local pack, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
chicago chain link fence,39,39,260,13,0.00,https://innovafence.com/,0,0,0.00,0.01,173,"[6,6,9,15,23,44,54,100,66,36,23,36]",2026-04-20,"Local pack, Video, Image, Popular products, Related searches",commercial,Organic
custom fences barrington,1,1,50,2,0.00,https://innovafence.com/illinois-fence-company/barrington-illinois-fence-company/,0,0,0.00,0.33,998000,"[28,28,28,28,28,28,100,100,100,100,100,100]",2026-04-15,"Local pack, Video, AI overview",informational,AI overview
steel ornamental fence,54,0,170,22,2.10,https://innovafence.com/fences/ornamental-steel-fence/,0,0,0.00,0.13,5110000,"[2,3,4,2,2,11,11,100,21,7,4,32]",2026-04-30,"Local pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
steel ornamental fence,88,0,170,22,2.10,https://innovafence.com/fences/ornamental-steel-fence/,0,0,0.00,0.13,5110000,"[2,3,4,2,2,11,11,100,21,7,4,32]",2026-04-30,"Local pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
invisible fence chicago,36,36,40,23,6.13,https://innovafence.com/,0,0,0.00,0.76,2520000,"[36,36,36,63,63,45,45,18,18,18,18,45]",2026-04-09,"Knowledge panel, Image pack, Video, Related searches","informational, navigational",Organic
commercial fence builders chicago,12,12,90,30,0.00,https://innovafence.com/fences/commercial-fencing/,0,0,0.00,0,3080000,"[0,17,52,29,64,82,82,100,100,41,29,41]",2026-04-18,"Local pack, Sitelinks, Video, Related searches, AI overview",commercial,Organic
illinois aluminum fence,91,91,40,0,0.00,https://innovafence.com/fences/aluminum-fence/,0,0,0.00,0,231,"[18,0,18,9,9,9,27,45,63,81,81,100]",2026-03-19,"Local pack, Video, Popular products, Related searches, AI overview","commercial, informational",Organic
vinyl fencing chicago,11,11,170,23,0.00,https://innovafence.com/fences/vinyl-fence/,0,0,0.00,0.01,1460000,"[12,12,21,15,15,12,65,100,81,81,100,81]",2026-04-07,"Local pack, Sitelinks, Video, Popular products, Related searches",commercial,Organic
